merchant_name,category,zipcode,payment_type,transaction_amount,date_posted
Pizza Hot,Food and Restaurent,85265,MA,191,10/1/2013
Pizza Hot,Gamble,85265,MA,495,10/1/2013
Pizza Hot,Hobby,85265,VISA,282,10/1/2013
Pizza Hot,Hobby,85265,Discover,283,10/1/2013
Pizza Hot,Food and Restaurent,85265,Discover,295,10/1/2013
Pizza Hot,Gamble,85265,Discover,339,10/2/2013
Pizza Hot,Food and Restaurent,85265,VISA,544,10/2/2013
Pizza Hot,Gamble,85265,VISA,789,10/2/2013
Pizza Hot,Gamble,85265,MA,0,10/2/2013
Pizza Hot,Food and Restaurent,85265,VISA,147,10/2/2013
Pizza Hot,Food and Restaurent,85265,VISA,341,10/3/2013
Pizza Hot,Gamble,85265,VISA,272,10/3/2013
Pizza Hot,Hobby,85265,VISA,94,10/3/2013
Pizza Hot,Gamble,85265,MA,399,10/3/2013
Pizza Hot,Food and Restaurent,85265,Discover,205,10/6/2013
Pizza Hot,Gamble,85265,AMX,248,10/7/2013
Pizza Hot,Food and Restaurent,85265,VISA,637,10/7/2013
Pizza Hot,Hobby,85265,Discover,574,10/7/2013
Pizza Hot,Entertainment,85265,Discover,481,10/8/2013
Pizza Hot,Entertainment,85265,VISA,417,10/8/2013
Pizza Hot,Food and Restaurent,85265,Discover,206,10/8/2013
Pizza Hot,Entertainment,85265,VISA,417,10/8/2013
Pizza Hot,Entertainment,85265,VISA,417,10/8/2013
Pizza Hot,Entertainment,85265,VISA,417,10/9/2013
Pizza Hot,Entertainment,85265,VISA,417,10/9/2013
Pizza Hot,Food and Restaurent,85265,AMX,1506,10/9/2013
Pizza Hot,Entertainment,85265,MA,321,10/9/2013
Pizza Hot,Hobby,85265,VISA,538,10/9/2013
Pizza Hot,Gamble,85265,MA,307,10/9/2013
Pizza Hot,Food and Restaurent,85265,MA,888,10/9/2013
Pizza Hot,Food and Restaurent,85265,Discover,56,10/9/2013
Pizza Hot,Education,85265,MA,861,10/9/2013
Pizza Hot,Vacation,85265,MA,888888,10/9/2013
Pizza Hot,Food and Restaurent,85265,VISA,309,10/9/2013
Pizza Hot,Food and Restaurent,85265,MA,4804.5,10/10/2013
Pizza Hot,Food and Restaurent,85265,Discover,331,10/10/2013
Pizza Hot,Gamble,85265,Discover,270,10/10/2013
Pizza Hot,Food and Restaurent,85265,Discover,141,10/10/2013
Pizza Hot,Vacation,85265,MA,23456,10/10/2013
Pizza Hot,Entertainment,85265,VISA,443,10/10/2013
Pizza Hot,Gamble,85265,MA,0,10/10/2013
Pizza Hot,Food and Restaurent,85265,MA,1207,10/10/2013
Pizza Hot,Hobby,85265,Discover,270,10/10/2013
Pizza Hot,Entertainment,85265,MA,248,10/10/2013
Pizza Hot,Entertainment,85265,VISA,389,10/14/2013
Pizza Hot,Food and Restaurent,85265,MA,194,10/14/2013
Pizza Hot,Gamble,85265,MA,0,10/14/2013
Pizza Hot,Food and Restaurent,85265,Discover,633,10/14/2013
Pizza Hot,Gamble,85265,Discover,244778,10/14/2013
Pizza Hot,Food and Restaurent,85265,MA,336,10/15/2013
Pizza Hot,Food and Restaurent,85265,Discover,1109,10/15/2013
Pizza Hot,Food and Restaurent,85265,Discover,157,10/15/2013
Pizza Hot,Hobby,85265,MA,326,10/15/2013
Pizza Hot,Food and Restaurent,85265,MA,225,10/15/2013
Pizza Hot,Entertainment,85265,MA,216,10/16/2013
Pizza Hot,Hobby,85265,MA,148,10/17/2013
Pizza Hot,Entertainment,85265,VISA,484,10/17/2013
Pizza Hot,Food and Restaurent,85265,MA,768,10/17/2013
Pizza Hot,Gamble,85265,MA,0,10/17/2013
Pizza Hot,Entertainment,85265,Discover,468,10/17/2013
Pizza Hot,Food and Restaurent,85265,Discover,954,10/17/2013
Pizza Hot,Hobby,85265,Discover,1262,10/17/2013
Pizza Hot,Gamble,85265,MA,0,10/17/2013
Pizza Hot,Food and Restaurent,85265,VISA,480,10/17/2013
Pizza Hot,Gamble,85265,VISA,2997,10/19/2013
Pizza Hot,Hobby,85432,AMX,423,10/19/2013
Pizza Hot,Gamble,85265,MA,0,10/19/2013
Pizza Hot,Gamble,85265,MA,0,10/19/2013
Pizza Hot,Entertainment,85265,MA,483,10/20/2013
Pizza Hot,Food and Restaurent,85265,AMX,1587,10/20/2013
Pizza Hot,Food and Restaurent,85265,Discover,885,10/20/2013
Pizza Hot,Education,85265,Discover,154,10/20/2013
Pizza Hot,Food and Restaurent,85265,Discover,84,10/20/2013
Pizza Hot,Entertainment,85265,Discover,180,10/21/2013
Pizza Hot,Food and Restaurent,85265,AMX,395,10/21/2013
Pizza Hot,Food and Restaurent,85265,Discover,0,10/21/2013
Pizza Hot,Entertainment,85265,Discover,492,10/21/2013
Pizza Hot,Gamble,85265,MA,0,10/22/2013
Pizza Hot,Food and Restaurent,85265,VISA,176,10/22/2013
Pizza Hot,Food and Restaurent,85265,AMX,5852,10/22/2013
Pizza Hot,Food and Restaurent,85265,Discover,432.77,10/23/2013
Pizza Hot,Food and Restaurent,85265,Discover,216,10/23/2013
Pizza Hot,Food and Restaurent,85265,Discover,557,10/23/2013
Pizza Hot,Gamble,85265,MA,0,10/23/2013
Pizza Hot,Food and Restaurent,85265,Discover,382,10/24/2013
Pizza Hot,Food and Restaurent,85265,MA,545,10/24/2013
Pizza Hot,Entertainment,85265,Discover,822,10/24/2013
Pizza Hot,Hobby,85265,Discover,589,10/24/2013
Pizza Hot,Food and Restaurent,85265,MA,239,10/24/2013
Pizza Hot,Food and Restaurent,85265,MA,338,10/24/2013
Pizza Hot,Education,85265,VISA,2412,10/24/2013
Pizza Hot,Food and Restaurent,85265,Discover,357,10/24/2013
Pizza Hot,Entertainment,85265,Discover,378,10/24/2013
Pizza Hot,Food and Restaurent,85265,MA,356,10/24/2013
Pizza Hot,Food and Restaurent,85265,VISA,353,10/27/2013
Pizza Hot,Food and Restaurent,85265,MA,221,10/27/2013
Pizza Hot,Food and Restaurent,85265,MA,192,10/27/2013
Pizza Hot,Entertainment,85265,MA,1566,10/27/2013
Pizza Hot,Food and Restaurent,85265,MA,435,10/27/2013
Pizza Hot,Entertainment,85265,MA,236,10/27/2013
Pizza Hot,Gamble,85265,Discover,0,10/27/2013
Pizza Hot,Food and Restaurent,85265,Discover,538,10/27/2013
Pizza Hot,Gamble,85265,MA,0,10/28/2013
Pizza Hot,Entertainment,85265,MA,675,10/28/2013
Pizza Hot,Hobby,85265,MA,576,10/28/2013
Pizza Hot,Food and Restaurent,85265,MA,1140,10/28/2013
Pizza Hot,Entertainment,85265,Discover,366,10/28/2013
Pizza Hot,Entertainment,85265,Discover,387,10/28/2013
Pizza Hot,Hobby,85265,Discover,407,10/29/2013
Pizza Hot,Gamble,85265,MA,0,10/29/2013
Pizza Hot,Hobby,85265,AMX,426,10/29/2013
Pizza Hot,Gamble,85265,MA,0,10/30/2013
Pizza Hot,Hobby,85265,VISA,369,10/30/2013
Pizza Hot,Food and Restaurent,85265,Discover,283,10/30/2013
Pizza Hot,Gamble,85265,MA,0,10/30/2013
Pizza Hot,Food and Restaurent,85265,Discover,64,10/31/2013
Pizza Hot,Hobby,85265,Discover,203,11/3/2013
Pizza Hot,Entertainment,85265,MA,515,11/3/2013
Pizza Hot,Food and Restaurent,85265,Discover,213,11/3/2013
Pizza Hot,Hobby,85265,VISA,342,11/3/2013
Pizza Hot,Hobby,85265,VISA,954,11/3/2013
Pizza Hot,Food and Restaurent,85265,MA,238,11/3/2013
Pizza Hot,Hobby,85265,MA,355,11/3/2013
Pizza Hot,Hobby,85265,MA,356,11/3/2013
Pizza Hot,Food and Restaurent,85265,VISA,189,11/3/2013
Pizza Hot,Hobby,85265,Discover,2278,11/3/2013
Pizza Hot,Food and Restaurent,85265,Discover,597.39,11/3/2013
Pizza Hot,Entertainment,85265,MA,373,11/3/2013
Pizza Hot,Food and Restaurent,85265,MA,277,11/3/2013
Pizza Hot,Food and Restaurent,85265,MA,201,11/4/2013
Pizza Hot,Education,85265,Discover,3445,11/5/2013
Pizza Hot,Hobby,85265,VISA,347,11/5/2013
Pizza Hot,Hobby,85265,Discover,1223,11/6/2013
Pizza Hot,Entertainment,85265,Discover,515,11/6/2013
Pizza Hot,Food and Restaurent,85265,Discover,209,11/7/2013
Pizza Hot,Entertainment,85265,VISA,434,11/7/2013
Pizza Hot,Hobby,85265,Discover,501,11/7/2013
Pizza Hot,Education,85265,Discover,425,11/7/2013
Pizza Hot,Entertainment,85265,Discover,166,11/7/2013
Pizza Hot,Food and Restaurent,85265,Discover,345,11/7/2013
Pizza Hot,Hobby,85265,Discover,606,11/7/2013
Pizza Hot,Entertainment,85265,Discover,527,11/7/2013
Pizza Hot,Entertainment,85265,MA,272,11/7/2013
Pizza Hot,Entertainment,85265,MA,272,11/7/2013
Pizza Hot,Food and Restaurent,85265,VISA,108,11/7/2013
Pizza Hot,Entertainment,85265,AMX,538,11/7/2013
Pizza Hot,Food and Restaurent,85265,Discover,317,11/10/2013
Pizza Hot,Food and Restaurent,85265,VISA,557,11/10/2013
Pizza Hot,Food and Restaurent,85265,Discover,364,11/10/2013
Pizza Hot,Entertainment,85265,VISA,667,11/11/2013
Pizza Hot,Entertainment,85265,Discover,476,11/12/2013
Pizza Hot,Hobby,85265,VISA,948,11/12/2013
Pizza Hot,Food and Restaurent,85265,VISA,303,11/12/2013
Pizza Hot,Food and Restaurent,85265,MA,482,11/13/2013
Pizza Hot,Entertainment,85265,MA,366,11/14/2013
Pizza Hot,Hobby,85265,MA,959,11/14/2013
Pizza Hot,Entertainment,85265,AMX,658,11/14/2013
Pizza Hot,Food and Restaurent,85265,MA,262,11/14/2013
Pizza Hot,Hobby,85265,MA,546,11/14/2013
Pizza Hot,Food and Restaurent,85265,Discover,102,11/14/2013
Pizza Hot,Food and Restaurent,85265,MA,326,11/14/2013
Pizza Hot,Entertainment,85265,VISA,0,11/14/2013
Pizza Hot,Hobby,85265,MA,481,11/14/2013
Pizza Hot,Gamble,85265,MA,0,11/17/2013
Pizza Hot,Entertainment,85265,Discover,269,11/17/2013
Pizza Hot,Food and Restaurent,85265,Discover,100,11/17/2013
Pizza Hot,Food and Restaurent,85265,MA,202,11/17/2013
Pizza Hot,Hobby,85265,Discover,759,11/17/2013
Pizza Hot,Food and Restaurent,85265,Discover,259,11/17/2013
Pizza Hot,Hobby,85265,MA,567,11/18/2013
Pizza Hot,Entertainment,85265,MA,1213,11/18/2013
Pizza Hot,Hobby,85265,MA,439,11/18/2013
Pizza Hot,Hobby,85265,MA,538,11/18/2013
Pizza Hot,Food and Restaurent,85265,MA,259,11/18/2013
Pizza Hot,Entertainment,85265,MA,180,11/18/2013
Pizza Hot,Entertainment,85265,MA,174,11/19/2013
Pizza Hot,Entertainment,85265,MA,152,11/19/2013
Pizza Hot,Entertainment,85265,MA,142,11/20/2013
Pizza Hot,Food and Restaurent,85265,MA,1440,11/20/2013
Pizza Hot,Hobby,85265,AMX,822,11/20/2013
Pizza Hot,Food and Restaurent,85265,VISA,94,11/20/2013
Pizza Hot,Hobby,85265,MA,596,11/20/2013
Pizza Hot,Entertainment,85265,MA,654,11/21/2013
Pizza Hot,Entertainment,85265,MA,414,11/21/2013
Pizza Hot,Hobby,85265,Discover,190,11/21/2013
Pizza Hot,Food and Restaurent,85265,MA,700,11/21/2013
Pizza Hot,Hobby,85265,MA,260,11/21/2013
Pizza Hot,Entertainment,85265,MA,216,11/21/2013
Pizza Hot,Hobby,85265,Discover,354,11/21/2013
Pizza Hot,Hobby,85265,Discover,422,11/24/2013
Pizza Hot,Hobby,85265,Discover,335,11/24/2013
Pizza Hot,Gamble,85265,MA,0,11/24/2013
Pizza Hot,Gamble,85265,MA,0,11/24/2013
Pizza Hot,Food and Restaurent,85265,MA,531,11/24/2013
Pizza Hot,Hobby,85265,Discover,407,11/25/2013
Pizza Hot,Food and Restaurent,85265,MA,2290,11/25/2013
Pizza Hot,Food and Restaurent,85265,Discover,489,11/26/2013
Pizza Hot,Hobby,85265,Discover,140,11/28/2013
Pizza Hot,Food and Restaurent,85265,MA,267,11/28/2013
Pizza Hot,Gamble,85265,MA,0,11/28/2013
Pizza Hot,Food and Restaurent,85265,Discover,78,11/28/2013
Pizza Hot,Gamble,85265,Discover,201,11/28/2013
Pizza Hot,Hobby,85265,Discover,171,11/28/2013
Pizza Hot,Food and Restaurent,85265,Discover,143,11/28/2013
Pizza Hot,Food and Restaurent,85265,Discover,145,11/28/2013
Pizza Hot,Food and Restaurent,85432,AMX,785,11/28/2013
Pizza Hot,Hobby,85265,MA,172,11/30/2013
Pizza Hot,Gamble,85265,MA,0,11/30/2013
Pizza Hot,Food and Restaurent,85265,MA,381,12/1/2013
Pizza Hot,Food and Restaurent,85265,Discover,1315,12/1/2013
Pizza Hot,Hobby,85432,AMX,1007,12/1/2013
Pizza Hot,Gamble,85265,Discover,365,12/2/2013
Pizza Hot,Food and Restaurent,85265,AMX,340.66,12/3/2013
Pizza Hot,Food and Restaurent,85265,AMX,5557,12/4/2013
Pizza Hot,Hobby,85265,MA,185,12/5/2013
Pizza Hot,Gamble,85265,Discover,118,12/5/2013
Pizza Hot,Food and Restaurent,85265,VISA,659,12/8/2013
Pizza Hot,Food and Restaurent,85265,MA,724,12/8/2013
Pizza Hot,Hobby,85265,MA,220,12/8/2013
Pizza Hot,Hobby,85265,Discover,608,12/8/2013
Pizza Hot,Food and Restaurent,85265,AMX,930,12/8/2013
Pizza Hot,Food and Restaurent,85265,Discover,163,12/8/2013
Pizza Hot,Gamble,85265,MA,202,12/8/2013
Pizza Hot,Food and Restaurent,85265,VISA,94,12/8/2013
Pizza Hot,Food and Restaurent,85265,Discover,162,12/8/2013
Pizza Hot,Hobby,85265,MA,204,12/8/2013
Pizza Hot,Hobby,85265,MA,87,12/9/2013
Pizza Hot,Gamble,85265,MA,0,12/9/2013
Pizza Hot,Hobby,85265,MA,1029,12/9/2013
Pizza Hot,Hobby,85265,MA,103,12/11/2013
Pizza Hot,Education,85265,Discover,150,12/11/2013
Pizza Hot,Food and Restaurent,85265,Discover,328,12/11/2013
Pizza Hot,Gamble,85265,MA,0,12/11/2013
Pizza Hot,Entertainment,85265,MA,307,12/12/2013
Pizza Hot,Entertainment,85265,Discover,107,12/12/2013
Pizza Hot,Food and Restaurent,85265,Discover,168,12/12/2013
Pizza Hot,Gamble,85121,MA,0,12/12/2013
Pizza Hot,Hobby,85265,AMX,808,12/12/2013
Pizza Hot,Education,85265,Discover,260,12/12/2013
Pizza Hot,Gamble,85265,MA,2228,12/12/2013
Pizza Hot,Food and Restaurent,85265,MA,237,12/12/2013
Pizza Hot,Food and Restaurent,85265,VISA,92,12/12/2013
Pizza Hot,Gamble,85265,MA,0,12/12/2013
Pizza Hot,Food and Restaurent,85265,MA,295,12/12/2013
Pizza Hot,Entertainment,85265,Discover,1369,12/12/2013
Pizza Hot,Hobby,85265,Discover,2532,12/12/2013
Pizza Hot,Hobby,85432,VISA,1877,12/15/2013
Pizza Hot,Gamble,85265,MA,0,12/15/2013
Pizza Hot,Gamble,85265,MA,367,12/16/2013
Pizza Hot,Entertainment,85265,MA,193,12/16/2013
Pizza Hot,Entertainment,85265,MA,577,12/16/2013
Pizza Hot,Hobby,85265,MA,539,12/16/2013
Pizza Hot,Food and Restaurent,85265,AMX,628,12/16/2013
Pizza Hot,Entertainment,85265,Discover,1755.16,12/16/2013
Pizza Hot,Gamble,85265,MA,0,12/16/2013
Pizza Hot,Hobby,85265,VISA,233,12/17/2013
Pizza Hot,Hobby,85265,VISA,254,12/17/2013
Pizza Hot,Hobby,85265,Discover,393,12/17/2013
Pizza Hot,Entertainment,85265,Discover,968,12/17/2013
Pizza Hot,Hobby,85265,Discover,240,12/17/2013
Pizza Hot,Hobby,85265,Discover,425,12/18/2013
Pizza Hot,Food and Restaurent,85265,Discover,202,12/18/2013
Pizza Hot,Hobby,85265,Discover,100,12/18/2013
Pizza Hot,Gamble,85265,MA,0,12/18/2013
Pizza Hot,Food and Restaurent,85265,Discover,209,12/18/2013
Pizza Hot,Hobby,85265,VISA,212,12/19/2013
Pizza Hot,Food and Restaurent,85265,VISA,221,12/19/2013
Pizza Hot,Food and Restaurent,85265,VISA,319,12/19/2013
Pizza Hot,Food and Restaurent,85265,VISA,251,12/19/2013
Pizza Hot,Entertainment,85265,Discover,2469,12/19/2013
Pizza Hot,Food and Restaurent,85265,Discover,153,12/22/2013
Pizza Hot,Food and Restaurent,85265,VISA,3558,12/23/2013
Pizza Hot,Hobby,85265,Discover,343,12/23/2013
Pizza Hot,Entertainment,85265,MA,178,12/23/2013
Pizza Hot,Food and Restaurent,85265,MA,129,12/23/2013
Pizza Hot,Gamble,85265,MA,0,12/27/2013
Pizza Hot,Gamble,85265,MA,0,12/27/2013
Pizza Hot,Hobby,85265,MA,285,12/27/2013
Pizza Hot,Gamble,85265,MA,0,12/27/2013
Pizza Hot,Entertainment,85265,VISA,659,12/29/2013
Pizza Hot,Food and Restaurent,85265,VISA,354,12/29/2013
Pizza Hot,Hobby,85265,Discover,139,12/29/2013
Pizza Hot,Gamble,85265,MA,0,12/29/2013
Pizza Hot,Food and Restaurent,85265,MA,133,12/29/2013
Pizza Hot,Hobby,85265,MA,180,12/29/2013
Pizza Hot,Hobby,85265,MA,66,12/29/2013
Pizza Hot,Entertainment,85265,MA,207,12/29/2013
Pizza Hot,Gamble,85265,MA,0,12/29/2013
Pizza Hot,Food and Restaurent,85265,VISA,702,12/29/2013
Pizza Hot,Hobby,85265,Discover,294,12/29/2013
Pizza Hot,Hobby,85265,Discover,243,12/29/2013
Pizza Hot,Gamble,85265,MA,0,12/29/2013
Pizza Hot,Hobby,85265,Discover,250,12/29/2013
Pizza Hot,Food and Restaurent,85265,Discover,205,12/29/2013
Pizza Hot,Food and Restaurent,85265,Discover,225,12/29/2013
Pizza Hot,Food and Restaurent,85265,Discover,128,12/29/2013
Pizza Hot,Food and Restaurent,85265,MA,150,12/29/2013
Pizza Hot,Food and Restaurent,85265,Discover,90,12/29/2013
Pizza Hot,Food and Restaurent,85265,MA,201,12/30/2013
Pizza Hot,Entertainment,85265,Discover,425,12/30/2013
Pizza Hot,Entertainment,85265,VISA,344,12/30/2013
Pizza Hot,Food and Restaurent,85265,MA,231,12/31/2013
Pizza Hot,Entertainment,85265,Discover,404,12/31/2013
Pizza Hot,Food and Restaurent,85265,Discover,106,12/31/2013
Pizza Hot,Food and Restaurent,85265,Discover,80,12/31/2013
Pizza Hot,Food and Restaurent,85265,Discover,99,12/31/2013
Pizza Hot,Hobby,85265,Discover,388,12/31/2013
Pizza Hot,Food and Restaurent,85265,Discover,187,12/31/2013
Pizza Hot,Entertainment,85265,Discover,205,12/31/2013
Pizza Hot,Gamble,85265,MA,0,1/2/2014
Pizza Hot,Gamble,85265,MA,0,1/2/2014
Pizza Hot,Entertainment,85265,AMX,399,1/2/2014
Pizza Hot,Gamble,85265,AMX,0,1/2/2014
Pizza Hot,Food and Restaurent,85265,MA,771,1/2/2014
Pizza Hot,Food and Restaurent,85265,VISA,91,1/2/2014
Pizza Hot,Entertainment,85265,AMX,360,1/2/2014
Pizza Hot,Food and Restaurent,85265,Discover,288,1/2/2014
Pizza Hot,Entertainment,85265,Discover,855,1/2/2014
Pizza Hot,Gamble,85265,MA,0,1/2/2014
Pizza Hot,Hobby,85265,AMX,538,1/2/2014
Pizza Hot,Hobby,85265,Discover,179,1/3/2014
Pizza Hot,Hobby,85265,Discover,241,1/3/2014
Pizza Hot,Hobby,85265,MA,369,1/3/2014
Pizza Hot,Gamble,85265,MA,558.82,1/3/2014
Pizza Hot,Entertainment,85265,MA,142,1/3/2014
Pizza Hot,Food and Restaurent,85265,MA,249,1/3/2014
Pizza Hot,Entertainment,85265,VISA,0,1/3/2014
Pizza Hot,Food and Restaurent,85265,VISA,497,1/3/2014
Pizza Hot,Hobby,85265,Discover,499,1/3/2014
Pizza Hot,Hobby,85265,MA,133,1/3/2014
Pizza Hot,Entertainment,85265,Discover,166,1/3/2014
Pizza Hot,Food and Restaurent,85265,Discover,502,1/3/2014
Pizza Hot,Hobby,85265,MA,308,1/3/2014
Pizza Hot,Hobby,85265,VISA,781,1/4/2014
Pizza Hot,Gamble,85265,MA,0,1/4/2014
Pizza Hot,Gamble,85265,MA,0,1/4/2014
Pizza Hot,Gamble,85265,MA,0,1/4/2014
Pizza Hot,Food and Restaurent,85265,VISA,366,1/4/2014
Pizza Hot,Food and Restaurent,85265,Discover,263,1/4/2014
Pizza Hot,Food and Restaurent,85265,AMX,243,1/4/2014
Pizza Hot,Food and Restaurent,85265,AMX,549,1/4/2014
Pizza Hot,Food and Restaurent,85265,Discover,115,1/4/2014
Pizza Hot,Entertainment,85265,Discover,720,1/5/2014
Pizza Hot,Food and Restaurent,85265,VISA,355,1/5/2014
Pizza Hot,Food and Restaurent,85265,MA,336,1/5/2014
Pizza Hot,Food and Restaurent,85265,Discover,270,1/5/2014
Pizza Hot,Entertainment,85265,Discover,1188,1/5/2014
Pizza Hot,Food and Restaurent,85265,MA,385,1/5/2014
Pizza Hot,Food and Restaurent,85265,Discover,1073,1/6/2014
Pizza Hot,Food and Restaurent,85265,Discover,923,1/6/2014
Pizza Hot,Food and Restaurent,85265,VISA,663,1/6/2014
Pizza Hot,Education,85265,AMX,1292,1/6/2014
Pizza Hot,Food and Restaurent,85265,MA,205,1/6/2014
Pizza Hot,Entertainment,85265,AMX,500,1/6/2014
Pizza Hot,Entertainment,85265,VISA,3369.05,1/6/2014
Pizza Hot,Food and Restaurent,85265,Discover,498,1/6/2014
Pizza Hot,Gamble,85265,VISA,278,1/6/2014
Pizza Hot,Hobby,85265,MA,250,1/6/2014
Pizza Hot,Food and Restaurent,85265,Discover,233,1/6/2014
Pizza Hot,Gamble,85265,MA,0,1/6/2014
Pizza Hot,Entertainment,85265,MA,271,1/6/2014
Pizza Hot,Entertainment,85265,MA,2262,1/6/2014
Pizza Hot,Entertainment,85265,Discover,270,1/6/2014
Pizza Hot,Gamble,85265,Discover,113,1/6/2014
Pizza Hot,Entertainment,85265,AMX,3689,1/6/2014
Pizza Hot,Entertainment,85265,AMX,765,1/6/2014
Pizza Hot,Entertainment,85265,VISA,2606,1/7/2014
Pizza Hot,Food and Restaurent,85265,MA,95,1/7/2014
Pizza Hot,Education,85265,VISA,1745,1/7/2014
Pizza Hot,Food and Restaurent,85265,Discover,246,1/7/2014
Pizza Hot,Hobby,85265,Discover,242,1/7/2014
Pizza Hot,Food and Restaurent,85265,VISA,479,1/7/2014
Pizza Hot,Entertainment,85265,MA,244,1/7/2014
Pizza Hot,Food and Restaurent,85265,Discover,229,1/7/2014
Pizza Hot,Food and Restaurent,85265,VISA,4722,1/7/2014
Pizza Hot,Education,85265,Discover,366,1/7/2014
Pizza Hot,Gamble,85265,MA,0,1/7/2014
Pizza Hot,Food and Restaurent,85265,Discover,840,1/7/2014
Pizza Hot,Entertainment,85265,MA,565,1/7/2014
Pizza Hot,Entertainment,85265,Discover,485,1/7/2014
Pizza Hot,Food and Restaurent,85265,Discover,1017,1/8/2014
Pizza Hot,Education,85265,AMX,201,1/8/2014
Pizza Hot,Entertainment,85265,Discover,866,1/8/2014
Pizza Hot,Entertainment,85265,Discover,329,1/8/2014
Pizza Hot,Entertainment,85265,MA,339,1/8/2014
Pizza Hot,Hobby,85265,VISA,702,1/8/2014
Pizza Hot,Hobby,85265,VISA,413,1/8/2014
Pizza Hot,Entertainment,85432,AMX,1366,1/8/2014
Pizza Hot,Entertainment,85265,VISA,189,1/8/2014
Pizza Hot,Gamble,85265,MA,0,1/8/2014
Pizza Hot,Food and Restaurent,85265,MA,440,1/8/2014
Pizza Hot,Food and Restaurent,85265,MA,129,1/8/2014
Pizza Hot,Food and Restaurent,85265,Discover,213,1/8/2014
Pizza Hot,Hobby,85265,Discover,3432.84,1/8/2014
Pizza Hot,Food and Restaurent,85265,AMX,462,1/9/2014
Pizza Hot,Food and Restaurent,85265,AMX,404,1/9/2014
Pizza Hot,Entertainment,85265,MA,358,1/9/2014
Pizza Hot,Gamble,85265,MA,0,1/9/2014
Pizza Hot,Entertainment,85265,Discover,496,1/9/2014
Pizza Hot,Hobby,85265,MA,277,1/9/2014
Pizza Hot,Hobby,85265,MA,706,1/9/2014
Pizza Hot,Hobby,85265,MA,0,1/9/2014
Pizza Hot,Food and Restaurent,85265,MA,429,1/10/2014
Pizza Hot,Hobby,85265,Discover,198,1/10/2014
Pizza Hot,Gamble,85265,MA,0,1/10/2014
Pizza Hot,Food and Restaurent,85265,MA,365,1/10/2014
Pizza Hot,Hobby,85265,Discover,688,1/10/2014
Pizza Hot,Food and Restaurent,85265,VISA,1490,1/10/2014
Pizza Hot,Food and Restaurent,85265,VISA,237,1/10/2014
Pizza Hot,Entertainment,85265,Discover,388,1/10/2014
Pizza Hot,Gamble,85265,MA,0,1/10/2014
Pizza Hot,Gamble,85265,MA,0,1/10/2014
Pizza Hot,Food and Restaurent,85265,MA,77,1/10/2014
Pizza Hot,Food and Restaurent,85265,MA,180,1/10/2014
Pizza Hot,Food and Restaurent,85265,MA,319,1/10/2014
Pizza Hot,Hobby,85265,Discover,446,1/10/2014
Pizza Hot,Hobby,85265,Discover,104,1/10/2014
Pizza Hot,Food and Restaurent,85265,MA,216,1/10/2014
Pizza Hot,Hobby,85265,Discover,128,1/10/2014
Pizza Hot,Food and Restaurent,85265,Discover,244,1/10/2014
Pizza Hot,Food and Restaurent,85265,Discover,248,1/10/2014
Pizza Hot,Food and Restaurent,85265,Discover,119,1/10/2014
Pizza Hot,Hobby,85265,MA,207,1/11/2014
Pizza Hot,Hobby,85265,VISA,202,1/11/2014
Pizza Hot,Food and Restaurent,85265,MA,112,1/11/2014
Pizza Hot,Food and Restaurent,85265,MA,182,1/11/2014
Pizza Hot,Food and Restaurent,85265,MA,204,1/11/2014
Pizza Hot,Education,85265,Discover,661,1/11/2014
Pizza Hot,Food and Restaurent,85265,MA,557,1/11/2014
Pizza Hot,Gamble,85265,MA,0,1/11/2014
Pizza Hot,Hobby,85265,MA,294,1/11/2014
Pizza Hot,Food and Restaurent,85265,MA,202,1/11/2014
Pizza Hot,Entertainment,85265,VISA,236,1/12/2014
Pizza Hot,Entertainment,85265,VISA,720,1/12/2014
Pizza Hot,Gamble,85265,AMX,130,1/12/2014
Pizza Hot,Gamble,85265,AMX,1156,1/12/2014
Pizza Hot,Food and Restaurent,85265,Discover,224,1/12/2014
Pizza Hot,Food and Restaurent,85265,MA,294,1/12/2014
Pizza Hot,Hobby,85265,VISA,590,1/12/2014
Pizza Hot,Food and Restaurent,85265,Discover,724,1/12/2014
Pizza Hot,Food and Restaurent,85265,MA,146,1/12/2014
Pizza Hot,Gamble,85265,Discover,148,1/12/2014
Pizza Hot,Gamble,85265,MA,0,1/12/2014
Pizza Hot,Gamble,85265,MA,0,1/12/2014
Pizza Hot,Entertainment,85265,MA,1998,1/12/2014
Pizza Hot,Food and Restaurent,85265,MA,201,1/12/2014
Pizza Hot,Food and Restaurent,85265,Discover,189,1/12/2014
Pizza Hot,Food and Restaurent,85265,Discover,321,1/12/2014
Pizza Hot,Gamble,85265,MA,0,1/12/2014
Pizza Hot,Hobby,85265,Discover,347,1/12/2014
Pizza Hot,Food and Restaurent,85265,Discover,403,1/12/2014
Pizza Hot,Entertainment,85265,Discover,437,1/12/2014
Pizza Hot,Hobby,85265,MA,146,1/12/2014
Pizza Hot,Gamble,85265,MA,0,1/13/2014
Pizza Hot,Gamble,85265,MA,0,1/13/2014
Pizza Hot,Gamble,85265,MA,0,1/13/2014
Pizza Hot,Gamble,85265,MA,0,1/13/2014
Pizza Hot,Gamble,85265,MA,0,1/13/2014
Pizza Hot,Gamble,85121,MA,0,1/13/2014
